,utterance,filtered_tokens,normalized_tokens,label_predictions
1069,question: Let t(h) = 44 - 88*h. Does 2 divide t(-4)? answer: True,"['question', ':', 'let', 't(h)', '=', '44', '-', '88', '*', 'h.', 'does', '2', 'divide', 't(-4)', '?', 'answer', ':', 'true']","['question', ':', ' ', 'let', ' ', 't(h)', ' ', '=', ' ', '44', ' ', '-', ' ', '88', '*', 'h.', ' ', 'does', ' ', '2', ' ', 'divide', ' ', 't(-4)', '?', ' ', 'answer', ':', ' ', 'true']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('t(h)', 'characters'), ('=', 'None'), ('44', 'number_digit'), ('-', 'None'), ('88', 'number_digit'), ('*', 'None'), ('h.', 'characters'), ('does', 'None'), ('2', 'number_digit'), ('divide', 'None'), ('t(-4)', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('true', 'None')]"
1070,question: Suppose -15029 + 360 = -4*n - 1429. Does 48 divide n? answer: False,"['question', ':', 'suppose', '-15029', '+', '360', '=', '-4', '*', 'n', '-', '1429.', 'does', '48', 'divide', 'n', '?', 'answer', ':', 'false']","['question', ':', ' ', 'suppose', ' ', '-15029', ' ', '+', ' ', '360', ' ', '=', ' ', '-4', '*', 'n', ' ', '-', ' ', '1429.', ' ', 'does', ' ', '48', ' ', 'divide', ' ', 'n', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('-15029', 'cardinal'), ('+', 'None'), ('360', 'cardinal'), ('=', 'None'), ('-4', 'cardinal'), ('*', 'None'), ('n', 'characters'), ('-', 'None'), ('1429.', 'cardinal'), ('does', 'None'), ('48', 'cardinal'), ('divide', 'None'), ('n', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
1071,question: Let c(p) = -p - 1. Let m(d) = 8*d + 12. Suppose 8 = 3*x + 26. Let n(b) = x*c(b) - m(b). Is n(-5) even? answer: True,"['question', ':', 'let', 'c(p)', '=', '-p', '-', '1.', 'let', 'm(d)', '=', '8', '*', 'd', '+', '12.', 'suppose', '8', '=', '3', '*', 'x', '+', '26.', 'let', 'n(b)', '=', 'x', '*', 'c(b)', '-', 'm(b).', 'is', 'n(-5)', 'even', '?', 'answer', ':', 'true']","['question', ':', ' ', 'let', ' ', 'c(p)', ' ', '=', ' ', '-p', ' ', '-', ' ', '1.', ' ', 'let', ' ', 'm(d)', ' ', '=', ' ', '8', '*', 'd', ' ', '+', ' ', '12.', ' ', 'suppose', ' ', '8', ' ', '=', ' ', '3', '*', 'x', ' ', '+', ' ', '26.', ' ', 'let', ' ', 'n(b)', ' ', '=', ' ', 'x', '*', 'c(b)', ' ', '-', ' ', 'm(b).', ' ', 'is', ' ', 'n(-5)', ' ', 'even', '?', ' ', 'answer', ':', ' ', 'true']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('c(p)', 'characters'), ('=', 'None'), ('-p', 'characters'), ('-', 'None'), ('1.', 'number_digit'), ('let', 'None'), ('m(d)', 'characters'), ('=', 'None'), ('8', 'number_digit'), ('*', 'None'), ('d', 'characters'), ('+', 'None'), ('12.', 'number_digit'), ('suppose', 'None'), ('8', 'number_digit'), ('=', 'None'), ('3', 'number_digit'), ('*', 'None'), ('x', 'characters'), ('+', 'None'), ('26.', 'number_digit'), ('let', 'None'), ('n(b)', 'characters'), ('=', 'None'), ('x', 'characters'), ('*', 'None'), ('c(b)', 'characters'), ('-', 'None'), ('m(b).', 'characters'), ('is', 'None'), ('n(-5)', 'characters'), ('even', 'None'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('true', 'None')]"
1072,question: Let o(f) = 7*f - 113. Let s be o(15). Is (-48)/64 + (-3502)/s a multiple of 32? answer: False,"['question', ':', 'let', 'o(f)', '=', '7', '*', 'f', '-', '113.', 'let', 's', 'be', 'o(15).', 'is', '(-48)/64', '+', '(-3502)/s', 'a', 'multiple', 'of', '32', '?', 'answer', ':', 'false']","['question', ':', ' ', 'let', ' ', 'o(f)', ' ', '=', ' ', '7', '*', 'f', ' ', '-', ' ', '113.', ' ', 'let', ' ', 's', ' ', 'be', ' ', 'o(15).', ' ', 'is', ' ', '(-48)/64', ' ', '+', ' ', '(-3502)/s', ' ', 'a', ' ', 'multiple', ' ', 'of', ' ', '32', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('o(f)', 'characters'), ('=', 'None'), ('7', 'cardinal'), ('*', 'None'), ('f', 'characters'), ('-', 'None'), ('113.', 'cardinal'), ('let', 'None'), ('s', 'characters'), ('be', 'None'), ('o(15).', 'characters'), ('is', 'None'), ('(-48)/64', 'fraction'), ('+', 'None'), ('(-3502)/s', 'unit'), ('a', 'None'), ('multiple', 'None'), ('of', 'None'), ('32', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
1073,"question: Let g = -22 + 40. Suppose 3*q + 0*z = 2*z + g, -q + 3*z + 6 = 0. Suppose 0 = 4*y, w - q*w = 5*y - 185. Is w a multiple of 27? answer: False","['question', ':', 'let', 'g', '=', '-22', '+', '40.', 'suppose', '3', '*', 'q', '+', '0', '*', 'z', '=', '2', '*', 'z', '+', 'g', ',', '-q', '+', '3', '*', 'z', '+', '6', '=', '0.', 'suppose', '0', '=', '4', '*', 'y', ',', 'w', '-', 'q', '*', 'w', '=', '5', '*', 'y', '-', '185.', 'is', 'w', 'a', 'multiple', 'of', '27', '?', 'answer', ':', 'false']","['question', ':', ' ', 'let', ' ', 'g', ' ', '=', ' ', '-22', ' ', '+', ' ', '40.', ' ', 'suppose', ' ', '3', '*', 'q', ' ', '+', ' ', '0', '*', 'z', ' ', '=', ' ', '2', '*', 'z', ' ', '+', ' ', 'g', ',', ' ', '-q', ' ', '+', ' ', '3', '*', 'z', ' ', '+', ' ', '6', ' ', '=', ' ', '0.', ' ', 'suppose', ' ', '0', ' ', '=', ' ', '4', '*', 'y', ',', ' ', 'w', ' ', '-', ' ', 'q', '*', 'w', ' ', '=', ' ', '5', '*', 'y', ' ', '-', ' ', '185.', ' ', 'is', ' ', 'w', ' ', 'a', ' ', 'multiple', ' ', 'of', ' ', '27', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('g', 'None'), ('=', 'None'), ('-22', 'cardinal'), ('+', 'None'), ('40.', 'cardinal'), ('suppose', 'None'), ('3', 'cardinal'), ('*', 'None'), ('q', 'None'), ('+', 'None'), ('0', 'number_digit'), ('*', 'None'), ('z', 'None'), ('=', 'None'), ('2', 'cardinal'), ('*', 'None'), ('z', 'None'), ('+', 'None'), ('g', 'None'), (',', 'None'), ('-q', 'None'), ('+', 'None'), ('3', 'cardinal'), ('*', 'None'), ('z', 'None'), ('+', 'None'), ('6', 'cardinal'), ('=', 'None'), ('0.', 'cardinal'), ('suppose', 'None'), ('0', 'number_digit'), ('=', 'None'), ('4', 'cardinal'), ('*', 'None'), ('y', 'None'), (',', 'None'), ('w', 'None'), ('-', 'None'), ('q', 'None'), ('*', 'None'), ('w', 'None'), ('=', 'None'), ('5', 'cardinal'), ('*', 'None'), ('y', 'None'), ('-', 'None'), ('185.', 'cardinal'), ('is', 'None'), ('w', 'None'), ('a', 'None'), ('multiple', 'None'), ('of', 'None'), ('27', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
1074,"question: Suppose 2*w + 3*i + i = 114, -5*i = -3*w + 160. Suppose -259 + w = 6*g. Is -2*g/12*3 a multiple of 4? answer: False","['question', ':', 'suppose', '2', '*', 'w', '+', '3', '*', 'i', '+', 'i', '=', '114', ',', '-5', '*', 'i', '=', '-3', '*', 'w', '+', '160.', 'suppose', '-259', '+', 'w', '=', '6', '*', 'g.', 'is', '-2', '*', 'g/12', '*', '3', 'a', 'multiple', 'of', '4', '?', 'answer', ':', 'false']","['question', ':', ' ', 'suppose', ' ', '2', '*', 'w', ' ', '+', ' ', '3', '*', 'i', ' ', '+', ' ', 'i', ' ', '=', ' ', '114', ',', ' ', '-5', '*', 'i', ' ', '=', ' ', '-3', '*', 'w', ' ', '+', ' ', '160.', ' ', 'suppose', ' ', '-259', ' ', '+', ' ', 'w', ' ', '=', ' ', '6', '*', 'g.', ' ', 'is', ' ', '-2', '*', 'g/12', '*', '3', ' ', 'a', ' ', 'multiple', ' ', 'of', ' ', '4', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('2', 'cardinal'), ('*', 'None'), ('w', 'None'), ('+', 'None'), ('3', 'cardinal'), ('*', 'None'), ('i', 'None'), ('+', 'None'), ('i', 'None'), ('=', 'None'), ('114', 'cardinal'), (',', 'None'), ('-5', 'None'), ('*', 'None'), ('i', 'None'), ('=', 'None'), ('-3', 'cardinal'), ('*', 'None'), ('w', 'None'), ('+', 'None'), ('160.', 'cardinal'), ('suppose', 'None'), ('-259', 'cardinal'), ('+', 'None'), ('w', 'None'), ('=', 'None'), ('6', 'cardinal'), ('*', 'None'), ('g.', 'None'), ('is', 'None'), ('-2', 'cardinal'), ('*', 'None'), ('g/12', 'fraction'), ('*', 'None'), ('3', 'cardinal'), ('a', 'None'), ('multiple', 'None'), ('of', 'None'), ('4', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
1075,"question: Suppose 3*h - 3 = -3*i, 0 = -2*h - 6 - 2. Suppose 3 - 2 = a + n, -3*a - 1 = i*n. Suppose 2*p + 5*l - 140 = -2*p, 3*p + a*l = 102. Is p a multiple of 6? answer: True","['question', ':', 'suppose', '3', '*', 'h', '-', '3', '=', '-3', '*', 'i', ',', '0', '=', '-2', '*', 'h', '-', '6', '-', '2.', 'suppose', '3', '-', '2', '=', 'a', '+', 'n', ',', '-3', '*', 'a', '-', '1', '=', 'i', '*', 'n.', 'suppose', '2', '*', 'p', '+', '5', '*', 'l', '-', '140', '=', '-2', '*', 'p', ',', '3', '*', 'p', '+', 'a', '*', 'l', '=', '102.', 'is', 'p', 'a', 'multiple', 'of', '6', '?', 'answer', ':', 'true']","['question', ':', ' ', 'suppose', ' ', '3', '*', 'h', ' ', '-', ' ', '3', ' ', '=', ' ', '-3', '*', 'i', ',', ' ', '0', ' ', '=', ' ', '-2', '*', 'h', ' ', '-', ' ', '6', ' ', '-', ' ', '2.', ' ', 'suppose', ' ', '3', ' ', '-', ' ', '2', ' ', '=', ' ', 'a', ' ', '+', ' ', 'n', ',', ' ', '-3', '*', 'a', ' ', '-', ' ', '1', ' ', '=', ' ', 'i', '*', 'n.', ' ', 'suppose', ' ', '2', '*', 'p', ' ', '+', ' ', '5', '*', 'l', ' ', '-', ' ', '140', ' ', '=', ' ', '-2', '*', 'p', ',', ' ', '3', '*', 'p', ' ', '+', ' ', 'a', '*', 'l', ' ', '=', ' ', '102.', ' ', 'is', ' ', 'p', ' ', 'a', ' ', 'multiple', ' ', 'of', ' ', '6', '?', ' ', 'answer', ':', ' ', 'true']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('3', 'cardinal'), ('*', 'None'), ('h', 'characters'), ('-', 'None'), ('3', 'cardinal'), ('=', 'None'), ('-3', 'cardinal'), ('*', 'None'), ('i', 'characters'), (',', 'None'), ('0', 'cardinal'), ('=', 'None'), ('-2', 'cardinal'), ('*', 'None'), ('h', 'characters'), ('-', 'None'), ('6', 'cardinal'), ('-', 'None'), ('2.', 'None'), ('suppose', 'None'), ('3', 'cardinal'), ('-', 'None'), ('2', 'cardinal'), ('=', 'None'), ('a', 'characters'), ('+', 'None'), ('n', 'characters'), (',', 'None'), ('-3', 'cardinal'), ('*', 'None'), ('a', 'characters'), ('-', 'None'), ('1', 'cardinal'), ('=', 'None'), ('i', 'characters'), ('*', 'None'), ('n.', 'characters'), ('suppose', 'None'), ('2', 'cardinal'), ('*', 'None'), ('p', 'characters'), ('+', 'None'), ('5', 'cardinal'), ('*', 'None'), ('l', 'characters'), ('-', 'None'), ('140', 'cardinal'), ('=', 'None'), ('-2', 'cardinal'), ('*', 'None'), ('p', 'characters'), (',', 'None'), ('3', 'cardinal'), ('*', 'None'), ('p', 'characters'), ('+', 'None'), ('a', 'characters'), ('*', 'None'), ('l', 'characters'), ('=', 'None'), ('102.', 'None'), ('is', 'None'), ('p', 'characters'), ('a', 'None'), ('multiple', 'None'), ('of', 'None'), ('6', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('true', 'None')]"
1076,question: Let r be (-4 + 5192/(-4))*-1. Is 16 a factor of ((-4)/(3 + 1))/((-6)/r)? answer: False,"['question', ':', 'let', 'r', 'be', '(-4', '+', '5192/(-4))', '*', '-1.', 'is', '16', 'a', 'factor', 'of', '((-4)/(3', '+', '1))/((-6)/r)', '?', 'answer', ':', 'false']","['question', ':', ' ', 'let', ' ', 'r', ' ', 'be', ' ', '(-4', ' ', '+', ' ', '5192/(-4))', '*', '-1.', ' ', 'is', ' ', '16', ' ', 'a', ' ', 'factor', ' ', 'of', ' ', '((-4)/(3', ' ', '+', ' ', '1))/((-6)/r)', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('r', 'characters'), ('be', 'None'), ('(-4, +, 5192/(-4))', 'characters'), ('*', 'None'), ('-1.', 'cardinal'), ('is', 'None'), ('16', 'cardinal'), ('a', 'None'), ('factor', 'None'), ('of', 'None'), ('((-4)/(3, +, 1))/((-6)/r)', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
1077,question: Suppose -26*u + 255 = -11*u. Suppose -2*m + 321 = u. Is 27 a factor of m? answer: False,"['question', ':', 'suppose', '-26', '*', 'u', '+', '255', '=', '-11', '*', 'u.', 'suppose', '-2', '*', 'm', '+', '321', '=', 'u.', 'is', '27', 'a', 'factor', 'of', 'm', '?', 'answer', ':', 'false']","['question', ':', ' ', 'suppose', ' ', '-26', '*', 'u', ' ', '+', ' ', '255', ' ', '=', ' ', '-11', '*', 'u.', ' ', 'suppose', ' ', '-2', '*', 'm', ' ', '+', ' ', '321', ' ', '=', ' ', 'u.', ' ', 'is', ' ', '27', ' ', 'a', ' ', 'factor', ' ', 'of', ' ', 'm', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('-26', 'cardinal'), ('*', 'None'), ('u', 'characters'), ('+', 'None'), ('255', 'cardinal'), ('=', 'None'), ('-11', 'None'), ('*', 'None'), ('u.', 'characters'), ('suppose', 'None'), ('-2', 'None'), ('*', 'None'), ('m', 'characters'), ('+', 'None'), ('321', 'cardinal'), ('=', 'None'), ('u.', 'characters'), ('is', 'None'), ('27', 'cardinal'), ('a', 'None'), ('factor', 'None'), ('of', 'None'), ('m', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
1078,question: Suppose 79 + 35 = 3*o. Suppose m + 17 = o. Suppose -k = -m - 49. Is 17 a factor of k? answer: False,"['question', ':', 'suppose', '79', '+', '35', '=', '3', '*', 'o.', 'suppose', 'm', '+', '17', '=', 'o.', 'suppose', '-k', '=', '-m', '-', '49.', 'is', '17', 'a', 'factor', 'of', 'k', '?', 'answer', ':', 'false']","['question', ':', ' ', 'suppose', ' ', '79', ' ', '+', ' ', '35', ' ', '=', ' ', '3', '*', 'o.', ' ', 'suppose', ' ', 'm', ' ', '+', ' ', '17', ' ', '=', ' ', 'o.', ' ', 'suppose', ' ', '-k', ' ', '=', ' ', '-m', ' ', '-', ' ', '49.', ' ', 'is', ' ', '17', ' ', 'a', ' ', 'factor', ' ', 'of', ' ', 'k', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('79', 'cardinal'), ('+', 'None'), ('35', 'cardinal'), ('=', 'None'), ('3', 'cardinal'), ('*', 'None'), ('o.', 'characters'), ('suppose', 'None'), ('m', 'characters'), ('+', 'None'), ('17', 'cardinal'), ('=', 'None'), ('o.', 'characters'), ('suppose', 'None'), ('-k', 'characters'), ('=', 'None'), ('-m', 'characters'), ('-', 'None'), ('49.', 'cardinal'), ('is', 'None'), ('17', 'cardinal'), ('a', 'None'), ('factor', 'None'), ('of', 'None'), ('k', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
1079,question: Let p(f) = 3*f**4 + 479*f**3 + 424*f**2 + 2. Let g(w) = w**4 + 3*w**3 + w**2. Let u(d) = 2*g(d) - p(d). Find the third derivative of u(i) wrt i. answer: -24*i - 2838,"['question', ':', 'let', 'p(f)', '=', '3', '*', 'f', '*', '*', '4', '+', '479', '*', 'f', '*', '*', '3', '+', '424', '*', 'f', '*', '*', '2', '+', '2.', 'let', 'g(w)', '=', 'w', '*', '*', '4', '+', '3', '*', 'w', '*', '*', '3', '+', 'w', '*', '*', '2.', 'let', 'u(d)', '=', '2', '*', 'g(d)', '-', 'p(d).', 'find', 'the', 'third', 'derivative', 'of', 'u(i)', 'wrt', 'i.', 'answer', ':', '-24', '*', 'i', '-', '2838']","['question', ':', ' ', 'let', ' ', 'p(f)', ' ', '=', ' ', '3', '*', 'f', '*', '*', '4', ' ', '+', ' ', '479', '*', 'f', '*', '*', '3', ' ', '+', ' ', '424', '*', 'f', '*', '*', '2', ' ', '+', ' ', '2.', ' ', 'let', ' ', 'g(w)', ' ', '=', ' ', 'w', '*', '*', '4', ' ', '+', ' ', '3', '*', 'w', '*', '*', '3', ' ', '+', ' ', 'w', '*', '*', '2.', ' ', 'let', ' ', 'u(d)', ' ', '=', ' ', '2', '*', 'g(d)', ' ', '-', ' ', 'p(d).', ' ', 'find', ' ', 'the', ' ', 'third', ' ', 'derivative', ' ', 'of', ' ', 'u(i)', ' ', 'wrt', ' ', 'i.', ' ', 'answer', ':', ' ', '-24', '*', 'i', ' ', '-', ' ', '2838']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('p(f)', 'None'), ('=', 'None'), ('3', 'cardinal'), ('*', 'None'), ('f', 'characters'), ('*', 'None'), ('*', 'None'), ('4', 'cardinal'), ('+', 'None'), ('479', 'cardinal'), ('*', 'None'), ('f', 'characters'), ('*', 'None'), ('*', 'None'), ('3', 'cardinal'), ('+', 'None'), ('424', 'cardinal'), ('*', 'None'), ('f', 'characters'), ('*', 'None'), ('*', 'None'), ('2', 'cardinal'), ('+', 'None'), ('2.', 'cardinal'), ('let', 'None'), ('g(w)', 'None'), ('=', 'None'), ('w', 'characters'), ('*', 'None'), ('*', 'None'), ('4', 'cardinal'), ('+', 'None'), ('3', 'cardinal'), ('*', 'None'), ('w', 'characters'), ('*', 'None'), ('*', 'None'), ('3', 'cardinal'), ('+', 'None'), ('w', 'characters'), ('*', 'None'), ('*', 'None'), ('2.', 'cardinal'), ('let', 'None'), ('u(d)', 'None'), ('=', 'None'), ('2', 'cardinal'), ('*', 'None'), ('g(d)', 'None'), ('-', 'None'), ('p(d).', 'None'), ('find', 'None'), ('the', 'None'), ('third', 'ordinal'), ('derivative', 'None'), ('of', 'None'), ('u(i)', 'None'), ('wrt', 'None'), ('i.', 'characters'), ('answer', 'None'), (':', 'None'), ('-24', 'cardinal'), ('*', 'None'), ('i', 'characters'), ('-', 'None'), ('2838', 'cardinal')]"
1080,question: Let u(r) be the third derivative of -62*r**4/3 + 283*r**3/3 - 6*r**2 - 3*r. Differentiate u(x) wrt x. answer: -496,"['question', ':', 'let', 'u(r)', 'be', 'the', 'third', 'derivative', 'of', '-62', '*', 'r', '*', '*', '4/3', '+', '283', '*', 'r', '*', '*', '3/3', '-', '6', '*', 'r', '*', '*', '2', '-', '3', '*', 'r.', 'differentiate', 'u(x)', 'wrt', 'x.', 'answer', ':', '-496']","['question', ':', ' ', 'let', ' ', 'u(r)', ' ', 'be', ' ', 'the', ' ', 'third', ' ', 'derivative', ' ', 'of', ' ', '-62', '*', 'r', '*', '*', '4/3', ' ', '+', ' ', '283', '*', 'r', '*', '*', '3/3', ' ', '-', ' ', '6', '*', 'r', '*', '*', '2', ' ', '-', ' ', '3', '*', 'r.', ' ', 'differentiate', ' ', 'u(x)', ' ', 'wrt', ' ', 'x.', ' ', 'answer', ':', ' ', '-496']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('u(r)', 'characters'), ('be', 'None'), ('the', 'None'), ('third', 'ordinal'), ('derivative', 'None'), ('of', 'None'), ('-62', 'cardinal'), ('*', 'None'), ('r', 'characters'), ('*', 'None'), ('*', 'None'), ('4/3', 'fraction'), ('+', 'None'), ('283', 'cardinal'), ('*', 'None'), ('r', 'characters'), ('*', 'None'), ('*', 'None'), ('3/3', 'fraction'), ('-', 'None'), ('6', 'cardinal'), ('*', 'None'), ('r', 'characters'), ('*', 'None'), ('*', 'None'), ('2', 'cardinal'), ('-', 'None'), ('3', 'cardinal'), ('*', 'None'), ('r', 'characters'), ('.', 'None'), ('differentiate', 'None'), ('u(x)', 'characters'), ('wrt', 'None'), ('x.', 'characters'), ('answer', 'None'), (':', 'None'), ('-496', 'cardinal')]"
1081,question: Let c(b) be the third derivative of 1297*b**4/24 - 415*b**3/6 - 640*b**2 - 1. Differentiate c(z) with respect to z. answer: 1297,"['question', ':', 'let', 'c(b)', 'be', 'the', 'third', 'derivative', 'of', '1297', '*', 'b', '*', '*', '4/24', '-', '415', '*', 'b', '*', '*', '3/6', '-', '640', '*', 'b', '*', '*', '2', '-', '1.', 'differentiate', 'c(z)', 'with', 'respect', 'to', 'z.', 'answer', ':', '1297']","['question', ':', ' ', 'let', ' ', 'c(b)', ' ', 'be', ' ', 'the', ' ', 'third', ' ', 'derivative', ' ', 'of', ' ', '1297', '*', 'b', '*', '*', '4/24', ' ', '-', ' ', '415', '*', 'b', '*', '*', '3/6', ' ', '-', ' ', '640', '*', 'b', '*', '*', '2', ' ', '-', ' ', '1.', ' ', 'differentiate', ' ', 'c(z)', ' ', 'with', ' ', 'respect', ' ', 'to', ' ', 'z.', ' ', 'answer', ':', ' ', '1297']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('c(b)', 'characters'), ('be', 'None'), ('the', 'None'), ('third', 'ordinal'), ('derivative', 'None'), ('of', 'None'), ('1297', 'cardinal'), ('*', 'None'), ('b', 'characters'), ('*', 'None'), ('4/24', 'fraction'), ('-', 'None'), ('415', 'cardinal'), ('*', 'None'), ('b', 'characters'), ('*', 'None'), ('3/6', 'fraction'), ('-', 'None'), ('640', 'cardinal'), ('*', 'None'), ('b', 'characters'), ('*', 'None'), ('2', 'cardinal'), ('-', 'None'), ('1.', 'cardinal'), ('differentiate', 'None'), ('c(z)', 'characters'), ('with', 'None'), ('respect', 'None'), ('to', 'None'), ('z.', 'characters'), ('answer', 'None'), (':', 'None'), ('1297', 'cardinal')]"
1082,question: Let r(k) = k**3 - k - 1. Let u(l) = -36*l**3 + l**2 - 5*l + 11. Suppose 3*y = -24 + 9. Let g(m) = y*r(m) + u(m). Differentiate g(q) with respect to q. answer: -123*q**2 + 2*q,"['question', ':', 'let', 'r(k)', '=', 'k', '*', '*', '3', '-', 'k', '-', '1.', 'let', 'u(l)', '=', '-36', '*', 'l', '*', '*', '3', '+', 'l', '*', '*', '2', '-', '5', '*', 'l', '+', '11.', 'suppose', '3', '*', 'y', '=', '-24', '+', '9.', 'let', 'g(m)', '=', 'y', '*', 'r(m)', '+', 'u(m).', 'differentiate', 'g(q)', 'with', 'respect', 'to', 'q.', 'answer', ':', '-123', '*', 'q', '*', '*', '2', '+', '2', '*', 'q']","['question', ':', ' ', 'let', ' ', 'r(k)', ' ', '=', ' ', 'k', '*', '*', '3', ' ', '-', ' ', 'k', ' ', '-', ' ', '1.', ' ', 'let', ' ', 'u(l)', ' ', '=', ' ', '-36', '*', 'l', '*', '*', '3', ' ', '+', ' ', 'l', '*', '*', '2', ' ', '-', ' ', '5', '*', 'l', ' ', '+', ' ', '11.', ' ', 'suppose', ' ', '3', '*', 'y', ' ', '=', ' ', '-24', ' ', '+', ' ', '9.', ' ', 'let', ' ', 'g(m)', ' ', '=', ' ', 'y', '*', 'r(m)', ' ', '+', ' ', 'u(m).', ' ', 'differentiate', ' ', 'g(q)', ' ', 'with', ' ', 'respect', ' ', 'to', ' ', 'q.', ' ', 'answer', ':', ' ', '-123', '*', 'q', '*', '*', '2', ' ', '+', ' ', '2', '*', 'q']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('r(k)', 'None'), ('=', 'None'), ('k', 'characters'), ('*', 'None'), ('*', 'None'), ('3', 'cardinal'), ('-', 'None'), ('k', 'characters'), ('-', 'None'), ('1.', 'cardinal'), ('let', 'None'), ('u(l)', 'None'), ('=', 'None'), ('-36', 'cardinal'), ('*', 'None'), ('l', 'characters'), ('*', 'None'), ('*', 'None'), ('3', 'cardinal'), ('+', 'None'), ('l', 'characters'), ('*', 'None'), ('*', 'None'), ('2', 'cardinal'), ('-', 'None'), ('5', 'cardinal'), ('*', 'None'), ('l', 'characters'), ('+', 'None'), ('11.', 'cardinal'), ('suppose', 'None'), ('3', 'cardinal'), ('*', 'None'), ('y', 'characters'), ('=', 'None'), ('-24', 'cardinal'), ('+', 'None'), ('9.', 'cardinal'), ('let', 'None'), ('g(m)', 'None'), ('=', 'None'), ('y', 'characters'), ('*', 'None'), ('r(m)', 'None'), ('+', 'None'), ('u(m).', 'None'), ('differentiate', 'None'), ('g(q)', 'None'), ('with', 'None'), ('respect', 'None'), ('to', 'None'), ('q.', 'None'), ('answer', 'None'), (':', 'None'), ('-123', 'cardinal'), ('*', 'None'), ('q', 'characters'), ('*', 'None'), ('*', 'None'), ('2', 'cardinal'), ('+', 'None'), ('2', 'cardinal'), ('*', 'None'), ('q', 'characters')]"
